age,birth_place,division,fight_time_avg,fighting_style,first_round_finishes,height,knockdown_avg,ko_wins,name,nickname,octagon_debut,pos_clinch_pct,pos_ground_pct,pos_stand_pct,reach,record,sig_strikes_absorbed_per_min,sig_strikes_accuracy_pct,sig_strikes_landed_per_min,slug,status,submission_avg,takedown_avg,takedown_defense_pct,target_body_pct,target_head_pct,target_leg_pct,weight,wins_dec,wins_ko_tko,wins_sub
32,"Cicero, United States",Poids plume Division,13:40,Brawler,5,67.00,0.00,7,Chepe Mariscal,"""Machine Gun""","Jun. 24, 2023",77 (23%),75 (22%),186 (55%),38.00,18-6-0 (W-L-D),3.07,56%,338,chepe-mariscal,Actif,0.22,73%,N/A,16%,67%,17%,146.00,8 (44%),7 (39%),3 (17%)
42,États-Unis,Poids moyens Division,N/A,N/A,N/A,70.00,N/A,N/A,Rob Kimmons,"""The Rosedale Reaper""","Jun. 21, 2008",N/A,N/A,N/A,N/A,23-7-0 (W-L-D),N/A,N/A,N/A,rob-kimmons,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,185.00,N/A,N/A,N/A
37,"Lansing, United States",Poids moyens Division,12:14,Freestyle,N/A,75.00,0.00,12,Dequan Townsend,"""The Tarantula""","Jun. 29, 2019",21 (35%),3 (5%),36 (60%),43.00,21-12-0 (W-L-D),3.92,35%,60,dequan-townsend,Ne se bat pas,0.00,47%,N/A,50%,40%,10%,186.00,4 (19%),12 (57%),5 (24%)
53,N/A,Poids mi-lourds Division,08:55,N/A,N/A,N/A,1.17,N/A,Chuck Liddell,"""The Iceman""","May. 15, 1998",79 (13%),87 (14%),444 (73%),N/A,21-8-0 (W-L-D),2.71,36%,610,chuck-liddell,Retraité,0.00,81%,N/A,8%,70%,22%,205.00,0 (0 %),0 (0 %),0 (0 %)
34,"Sioux Falls, United States",Poids mouche Division,08:32,N/A,3,65.00,0.75,N/A,Ben Nguyen,"""10""","May. 9, 2015",31 (15%),15 (7%),164 (78%),39.00,17-8-0 (W-L-D),3.01,40%,210,ben-nguyen,Ne se bat pas,1.00,63%,N/A,19%,69%,12%,125.50,3 (18%),9 (53%),5 (29%)
39,United States,Poids mi-moyens Division,07:22,N/A,N/A,72.00,0.00,N/A,Jake Hecht,"""The Hitman""","Dec. 10, 2011",19 (26%),28 (39%),25 (35%),N/A,11-4-0 (W-L-D),2.76,48%,72,jake-hecht,Ne se bat pas,0.00,40%,N/A,32%,63%,6%,171.00,0 (0 %),0 (0 %),0 (0 %)
32,"Tracy, United States",Poids légers Division,15:00,N/A,N/A,N/A,0.00,N/A,Cameron Church,N/A,"Oct. 21, 2025",3 (5%),0 (0%),57 (95%),N/A,0-1-0 (W-L-D),4.93,40%,60,cameron-church,Ne se bat pas,1.00,60%,N/A,25%,55%,20%,155.50,0 (0 %),0 (0 %),0 (0 %)
48,"Portage, United States",Poids mi-moyens Division,09:51,N/A,N/A,71.00,0.00,N/A,John Kolosci,N/A,"Dec. 9, 2007",0 (0%),1 (100%),0 (0%),N/A,8-5-0 (W-L-D),0.85,20%,1,john-kolosci,Ne se bat pas,0.00,N/A,N/A,0%,100%,0%,170.00,0 (0 %),0 (0 %),0 (0 %)
40,United States,Poids mi-moyens Division,05:25,N/A,N/A,70.00,0.00,N/A,Hayder Hassan,N/A,"Jul. 12, 2015",2 (11%),0 (0%),16 (89%),38.00,6-3-0 (W-L-D),3.16,46%,18,hayder-hassan,Ne se bat pas,0.00,25%,N/A,22%,67%,11%,170.00,0 (0 %),0 (0 %),0 (0 %)
32,N/A,Poids mi-lourds Division,14:34,N/A,N/A,74.00,0.00,N/A,Herdem Alacabek,N/A,"Oct. 21, 2025",26 (46%),6 (11%),24 (43%),41.00,0-0-0 (W-L-D),6.66,66%,56,herdem-alacabek,Actif,0.00,43%,N/A,41%,45%,14%,205.00,0 (0 %),0 (0 %),0 (0 %)
30,N/A,Poids plume Division,01:57,N/A,N/A,68.00,0.00,N/A,Yazan Hajeh,"""Yazzle Dazzle""","Oct. 21, 2025",0 (0%),0 (0%),3 (100%),39.00,6-0-0 (W-L-D),17.44,25%,3,yazan-hajeh,Actif,0.00,100%,N/A,33%,67%,0%,145.50,0 (0 %),0 (0 %),0 (0 %)
45,"Grants Pass, États-Unis",Poids mi-moyens Division,N/A,N/A,N/A,69.00,N/A,N/A,Josh Haynes,"""Bring The Pain""","Jun. 24, 2006",N/A,N/A,N/A,N/A,9-7-0 (W-L-D),N/A,N/A,N/A,josh-haynes,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
31,"Lewiston, United States",Poids plume Division,13:46,N/A,N/A,72.00,0.00,7,Austin Arnett,"""Golden Boy""","Aug. 1, 2017",27 (9%),18 (6%),266 (86%),41.00,16-6-0 (W-L-D),6.38,41%,311,austin-arnett,Ne se bat pas,0.22,57%,N/A,18%,80%,1%,145.00,4 (25%),7 (44%),5 (31%)
45,"Iles de la Madeleine, Canada",Poids moyens Division,N/A,N/A,N/A,70.00,N/A,N/A,Steve Vigneault,"""Lion Heart""","Mar. 4, 2006",N/A,N/A,N/A,N/A,11-6-0 (W-L-D),N/A,N/A,N/A,steve-vigneault,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,184.00,N/A,N/A,N/A
33,"Calgary, Canada",Poids plume Division,13:29,Muay Thai,2,68.00,0.11,7,Hakeem Dawodu,"""Mean""","Mar. 17, 2018",114 (16%),5 (1%),615 (84%),40.50,13-4-1 (W-L-D),3.37,51%,734,hakeem-dawodu,Ne se bat pas,0.00,65%,N/A,29%,46%,25%,146.00,5 (42%),7 (58%),0 (0%)
39,"Wilmington, United States",Poids moyens Division,08:37,N/A,7,73.00,0.54,12,Derek Brunson,"""The 1""","Aug. 19, 2012",103 (15%),156 (23%),429 (62%),43.00,23-9-0 (W-L-D),3.05,47%,688,derek-brunson,Ne se bat pas,0.61,86%,N/A,15%,69%,16%,185.50,7 (30%),12 (52%),4 (17%)
30,Kazakhstan,Poids mouche Division,15:00,Striker,5,67.00,0.33,4,Azat Maksum,"""Qazaq""","Jul. 15, 2023",19 (13%),0 (0%),127 (87%),39.00,15-2-0 (W-L-D),5.00,29%,146,azat-maksum,Actif,0.33,86%,N/A,26%,67%,7%,126.00,5 (33%),4 (27%),6 (40%)
29,"Memphis, United States",Poids mi-moyens Division,15:00,N/A,N/A,71.50,0.00,4,Darian Weeks,N/A,"Dec. 4, 2021",24 (12%),3 (1%),175 (87%),40.00,5-3-0 (W-L-D),4.56,51%,202,darian-weeks,Ne se bat pas,0.00,100%,N/A,27%,46%,27%,170.50,0 (0%),4 (80%),1 (20%)
54,"Phoenix, États-Unis",Heavyweight Division,N/A,N/A,N/A,72.00,N/A,N/A,Mark Kerr,"""The Titan""","Jul. 27, 1997",N/A,N/A,N/A,N/A,13-3-0 (W-L-D),N/A,N/A,N/A,mark-kerr,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,250.00,N/A,N/A,N/A
29,"Tucson, United States",Poids coq Division,14:27,MMA,0,64.00,0.00,N/A,Ray Borg,"""The Tazmexican Devil""","Apr. 19, 2014",61 (23%),112 (43%),90 (34%),36.00,13-5-0 (W-L-D),1.93,52%,263,ray-borg,Ne se bat pas,1.04,47%,N/A,25%,71%,3%,149.40,6 (46%),1 (8%),6 (46%)
32,Brazil,Poids mi-lourds Division,07:28,MMA,7,74.00,0.00,6,Bruno Lopes,N/A,"Jan. 11, 2025",24 (29%),3 (4%),57 (68%),41.50,14-2-0 (W-L-D),3.38,43%,84,bruno-lopes,Actif,0.00,100%,N/A,23%,61%,17%,206.00,3 (21%),6 (43%),5 (36%)
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,billy-ray-goff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34,"Gori, United States",Poids plume Division,15:00,N/A,N/A,68.00,0.00,N/A,Levan Makashvili,"""The Hornet""","May. 16, 2015",57 (44%),13 (10%),59 (46%),39.00,10-2-1 (W-L-D),2.07,55%,129,levan-makashvili,Ne se bat pas,0.00,85%,N/A,36%,46%,19%,145.00,5 (50%),5 (50%),0 (0%)
43,United States,Poids mi-moyens Division,09:28,N/A,N/A,69.00,0.00,N/A,Anthony Lapsley,"""The Recipe""","Nov. 16, 2013",0 (0%),5 (50%),5 (50%),71.00,25-7-0 (W-L-D),0.58,34%,10,anthony-lapsley,Ne se bat pas,0.00,20%,N/A,20%,70%,10%,171.00,4 (16%),4 (16%),17 (68%)
42,"Brasilia, Brésil",Poids mi-moyens Division,N/A,N/A,N/A,71.00,N/A,N/A,Paulo Thiago,N/A,"Feb. 21, 2009",N/A,N/A,N/A,72.00,15-8-0 (W-L-D),N/A,N/A,N/A,paulo-thiago,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
28,"St. Louis, United States",Poids légers Division,12:29,MMA,4,70.00,0.48,4,Evan Elder,"""The Phenom ""","Apr. 23, 2022",14 (4%),13 (4%),326 (92%),38.00,10-2-0 (W-L-D),4.94,51%,353,evan-elder,Actif,0.48,40%,N/A,38%,46%,16%,156.00,4 (40%),4 (40%),2 (20%)
33,"Sterling, United States",Poids légers Division,13:03,Freestyle,2,70.00,0.00,5,Austin Hubbard,"""Thud""","May. 18, 2019",40 (6%),34 (5%),548 (88%),40.00,17-10-0 (W-L-D),4.10,42%,622,austin-hubbard,Ne se bat pas,0.10,68%,N/A,28%,52%,19%,155.50,10 (59%),5 (29%),2 (12%)
38,États-Unis,Poids légers Division,N/A,N/A,N/A,67.00,N/A,N/A,Jens Pulver,"""Lil' Evil""","Sep. 24, 1999",N/A,N/A,N/A,N/A,22-13-1 (W-L-D),N/A,N/A,N/A,jens-pulver,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,152.00,N/A,N/A,N/A
34,"Pontiac, United States",Poids mi-moyens Division,15:00,N/A,N/A,N/A,0.00,N/A,Korey Kuppe,N/A,"Oct. 21, 2025",0 (0%),0 (0%),11 (100%),N/A,8-4-0 (W-L-D),1.33,73%,11,korey-kuppe,Actif,1.00,69%,N/A,64%,27%,9%,170.00,0 (0 %),0 (0 %),0 (0 %)
30,"State of São Paulo, Brazil",Heavyweight Division,08:19,N/A,N/A,75.00,0.00,5,Marcelo Golm,N/A,"Oct. 29, 2017",50 (35%),20 (14%),72 (51%),42.50,6-3-0 (W-L-D),4.30,58%,142,marcelo-golm,Ne se bat pas,0.45,88%,N/A,17%,65%,18%,250.00,0 (0%),5 (83%),1 (17%)
39,"Taunton, United Kingdom",Heavyweight Division,07:49,N/A,N/A,76.00,0.00,N/A,Mark Godbeer,"""The Hand Of""","Nov. 19, 2016",22 (18%),14 (11%),88 (71%),44.00,13-3-0 (W-L-D),3.30,54%,124,mark-godbeer,Ne se bat pas,0.00,29%,N/A,34%,52%,14%,238.00,2 (15%),9 (69%),2 (15%)
30,"Plymouth, United States",Poids moyens Division,05:11,Freestyle,4,73.00,0.00,2,Nick Klein,"""Blue Collar""","Feb. 22, 2025",9 (23%),0 (0%),30 (77%),43.00,6-3-0 (W-L-D),3.41,57%,39,nick-klein,Actif,1.93,67%,N/A,21%,26%,54%,186.00,1 (17%),2 (33%),3 (50%)
40,"London, Royaume-Uni",Poids mi-moyens Division,N/A,N/A,N/A,69.00,N/A,N/A,Paul Daley,"""Semtex""","Sep. 19, 2009",N/A,N/A,N/A,N/A,29-12-2 (W-L-D),N/A,N/A,N/A,paul-daley,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,170.00,N/A,N/A,N/A
37,"Toronto, Canada",Poids légers Division,10:44,N/A,N/A,71.00,0.23,N/A,Jason Saggo,N/A,"Jun. 14, 2014",6 (4%),53 (33%),102 (63%),40.00,12-4-0 (W-L-D),2.94,40%,161,jason-saggo,Ne se bat pas,0.00,23%,N/A,16%,56%,29%,156.00,1 (8%),3 (25%),8 (67%)
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ronaldo-rodriguez,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34,N/A,Poids coq Division,04:14,N/A,N/A,68.00,0.00,N/A,Alfred Khashakyan,N/A,"Jul. 18, 2017",4 (15%),6 (23%),16 (62%),70.00,8-4-0 (W-L-D),6.38,43%,26,alfred-khashakyan,Ne se bat pas,0.00,N/A,N/A,8%,88%,4%,136.00,0 (0%),8 (100%),0 (0%)
25,"Enumclaw, United States",Poids légers Division,09:45,Grappler,6,73.00,0.12,4,Chase Hooper,"""The Dream""","Dec. 14, 2019",72 (13%),184 (32%),316 (55%),41.00,16-4-1 (W-L-D),2.98,50%,572,chase-hooper,Actif,2.13,55%,N/A,19%,72%,9%,155.00,4 (25%),4 (25%),8 (50%)
53,United States,Poids mi-moyens Division,01:40,N/A,N/A,62.00,0.00,N/A,Phil Johns,"""Little Giant""","Feb. 23, 2001",1 (50%),0 (0%),1 (50%),N/A,0-0-0 (W-L-D),1.80,67%,2,phil-johns,Ne se bat pas,0.00,50%,N/A,50%,0%,50%,158.00,0 (0 %),0 (0 %),0 (0 %)
32,"Madison, United States",Poids mi-moyens Division,08:59,Freestyle,N/A,73.00,0.28,7,Jordan Williams,"""Bomaye""","Oct. 3, 2020",19 (6%),66 (21%),229 (73%),41.00,9-6-0 (W-L-D),5.46,50%,314,jordan-williams,Ne se bat pas,0.00,85%,N/A,13%,82%,6%,170.60,1 (11%),7 (78%),1 (11%)
33,"Kemerovo Oblast, Russia",Poids moyens Division,11:43,N/A,1,72.00,0.77,12,Roman Kopylov,N/A,"Nov. 9, 2019",21 (4%),17 (3%),517 (93%),41.00,14-4-0 (W-L-D),5.08,50%,555,roman-kopylov,Actif,0.00,88%,N/A,19%,65%,16%,185.00,2 (14%),12 (86%),0 (0%)
N/A,"Santa Maria, United States",Poids moyens Division,00:00,N/A,N/A,0.00,N/A,N/A,Tony Peterra,N/A,"May. 7, 1999",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,tony-peterra,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
48,États-Unis,Heavyweight Division,N/A,N/A,N/A,75.00,N/A,N/A,Aaron Brink,N/A,"Nov. 17, 2000",N/A,N/A,N/A,N/A,8-3-0 (W-L-D),N/A,N/A,N/A,aaron-brink,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,231.00,N/A,N/A,N/A
36,"Norfolk, United States",Heavyweight Division,08:27,Striker,N/A,79.00,0.44,2,Maurice Greene,"""The Crochet Boss""","Nov. 30, 2019",25 (11%),3 (1%),194 (87%),46.00,9-7-0 (W-L-D),3.61,45%,222,maurice-greene,Ne se bat pas,0.44,27%,N/A,17%,49%,34%,237.00,2 (22%),2 (22%),5 (56%)
36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Martin Mishtaku,"""Booth""","Oct. 21, 2025",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,martin-mishtaku,Actif,N/A,N/A,N/A,N/A,N/A,N/A,224.00,N/A,N/A,N/A
47,United States,Poids moyens Division,07:41,N/A,N/A,0.00,0.07,N/A,Ikuhisa Minowa,N/A,"Apr. 14, 2000",30 (15%),89 (44%),83 (41%),N/A,0-0-0 (W-L-D),1.66,40%,202,ikuhisa-minowa,Ne se bat pas,1.89,6%,N/A,20%,75%,5%,0.00,0 (0 %),0 (0 %),0 (0 %)
31,"Augusta, United States",Poids coq Division,02:22,Striker,6,70.00,6.35,6,Malcolm Wellmaker,"""The Machine""","Apr. 26, 2025",3 (6%),0 (0%),48 (94%),40.50,10-0-0 (W-L-D),4.80,63%,51,malcolm-wellmaker,Actif,0.00,100%,N/A,35%,47%,18%,136.00,2 (20%),6 (60%),2 (20%)
33,"Rome, Italy",Poids moyens Division,10:17,MMA,6,72.00,0.40,6,Alessio Di Chirico,"""Manzo""","Apr. 10, 2016",45 (12%),16 (4%),314 (84%),45.00,13-7-0 (W-L-D),3.44,40%,375,alessio-di-chirico,Ne se bat pas,0.00,83%,N/A,18%,68%,14%,186.00,3 (23%),6 (46%),4 (31%)
21,Japan,Poids légers Division,04:45,N/A,N/A,N/A,0.00,N/A,Jinnosuke Kashimura,N/A,"Oct. 21, 2025",0 (0%),0 (0%),1 (100%),N/A,0-1-0 (W-L-D),7.37,50%,1,jinnosuke-kashimura,Ne se bat pas,6.32,N/A,N/A,0%,0%,100%,152.00,0 (0 %),0 (0 %),0 (0 %)
26,"Guayas, Ecuador",Poids plume Division,14:30,N/A,N/A,N/A,0.00,N/A,Freddy Emiliano Linares,N/A,"Oct. 21, 2025",7 (41%),1 (6%),9 (53%),N/A,0-1-0 (W-L-D),3.59,29%,17,freddy-emiliano-linares,Actif,0.00,33%,N/A,35%,53%,12%,144.50,0 (0 %),0 (0 %),0 (0 %)
45,"Brainerd, États-Unis",Poids mi-moyens Division,N/A,N/A,N/A,71.00,N/A,N/A,Brock Larson,N/A,"Oct. 3, 2005",N/A,N/A,N/A,N/A,27-4-0 (W-L-D),N/A,N/A,N/A,brock-larson,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
32,United States,Poids mi-moyens Division,04:55,N/A,N/A,72.00,0.00,N/A,Wang Anying,"""Smiley""","Mar. 1, 2014",0 (0%),0 (0%),13 (100%),N/A,2-2-0 (W-L-D),1.63,26%,13,wang-anying,Ne se bat pas,0.00,33%,N/A,0%,77%,23%,170.00,0 (0%),2 (100%),0 (0%)
45,"Rio de Janeiro, Brazil",Poids légers Division,13:35,N/A,N/A,69.00,0.00,N/A,Cristiano Marcello,N/A,"Jun. 2, 2012",19 (11%),2 (1%),153 (88%),72.00,13-6-0 (W-L-D),3.61,33%,174,cristiano-marcello,Ne se bat pas,0.88,20%,N/A,18%,69%,13%,156.00,2 (15%),2 (15%),9 (69%)
30,"Perth, Australia",Poids coq Division,14:56,MMA,5,68.00,0.14,2,Steve Erceg,"""Astroboy""","May. 20, 2023",47 (11%),9 (2%),362 (87%),38.00,13-4-0 (W-L-D),3.79,46%,418,steve-erceg,Actif,0.43,63%,N/A,21%,69%,10%,135.50,5 (38%),2 (15%),6 (46%)
45,"Woodstock, États-Unis",Poids coq Division,N/A,N/A,N/A,66.00,N/A,N/A,Jeff Curran,"""Big Frog""","Jan. 31, 2004",N/A,N/A,N/A,N/A,35-15-1 (W-L-D),N/A,N/A,N/A,jeff-curran,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,135.00,N/A,N/A,N/A
38,"Mexicali, Mexico",Poids légers Division,05:30,Muay Thai,N/A,71.00,1.71,6,Marco Polo Reyes,"""El Toro""","Nov. 21, 2015",23 (9%),26 (10%),215 (81%),41.00,8-8-0 (W-L-D),5.52,37%,264,marco-polo-reyes,Ne se bat pas,0.00,47%,N/A,25%,63%,12%,145.00,1 (13%),6 (75%),1 (13%)
26,N/A,Poids moyens Division,00:47,N/A,N/A,N/A,0.00,N/A,Matěj Peňáz,N/A,"Oct. 21, 2025",0 (0%),0 (0%),1 (100%),N/A,0-1-0 (W-L-D),2.55,33%,1,matej-penaz,Actif,0.00,N/A,N/A,0%,100%,0%,185.00,0 (0 %),0 (0 %),0 (0 %)
38,"Kelowna, Canada",Poids coq Division,14:44,Freestyle,6,66.00,0.51,7,Chad Anheliger,"""The Monster""","Feb. 19, 2022",38 (14%),40 (15%),197 (72%),37.00,13-8-0 (W-L-D),2.76,46%,275,chad-anheliger,Actif,0.51,38%,N/A,15%,69%,16%,135.00,3 (23%),7 (54%),3 (23%)
35,Brazil,Poids moyens Division,09:43,Brazilian Jiu-Jitsu,6,72.00,0.00,1,Rodolfo Vieira,N/A,"Aug. 10, 2019",15 (5%),24 (7%),291 (88%),39.50,11-3-0 (W-L-D),4.12,56%,330,rodolfo-vieira,Actif,1.03,100%,N/A,12%,70%,18%,185.00,1 (9%),1 (9%),9 (82%)
43,"Fort Lauderdale, United States",Poids légers Division,11:38,N/A,N/A,67.00,0.00,N/A,Richard Crunkilton Jr.,"""Cleat""","Apr. 25, 2003",8 (7%),39 (33%),73 (61%),N/A,18-3-0 (W-L-D),1.45,42%,120,richard-crunkilton-jr,Ne se bat pas,1.29,66%,N/A,21%,67%,13%,154.00,0 (0 %),0 (0 %),0 (0 %)
20,"Clovis, United States",Poids coq Division,10:09,Freestyle,6,69.00,0.21,2,Raul Rosas Jr.,"""El Nino Problema""","Dec. 10, 2022",1 (1%),41 (38%),65 (61%),40.00,11-1-0 (W-L-D),1.37,45%,107,raul-rosas-jr,Actif,1.06,N/A,N/A,12%,66%,21%,135.00,3 (27%),2 (18%),6 (55%)
37,"Ottawa, Canada",Poids légers Division,N/A,N/A,N/A,72.00,N/A,N/A,Mark Holst,"""Boots""","Jun. 19, 2010",N/A,N/A,N/A,N/A,8-3-0 (W-L-D),N/A,N/A,N/A,mark-holst,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,155.00,N/A,N/A,N/A
25,N/A,Poids moyens Division,00:36,N/A,N/A,N/A,0.00,N/A,Cezary Oleksiejczuk,N/A,"Oct. 21, 2025",0 (0%),11 (65%),6 (35%),N/A,1-0-0 (W-L-D),0.00,100%,17,cezary-oleksiejczuk,Actif,0.00,100%,N/A,0%,100%,0%,185.50,0 (0 %),0 (0 %),0 (0 %)
38,United States,Poids mouche Division,10:37,N/A,N/A,63.00,0.00,N/A,Louis Gaudinot,"""Goodnight""","Dec. 4, 2011",13 (10%),12 (10%),99 (80%),63.00,6-4-0 (W-L-D),6.42,37%,124,louis-gaudinot,Ne se bat pas,1.13,31%,N/A,16%,60%,24%,125.00,2 (29%),2 (29%),3 (43%)
N/A,"North Hollywood, United States",Heavyweight Division,00:00,N/A,N/A,78.00,N/A,N/A,Zane Frazier,"""Nasty""","Nov. 12, 1993",0 (0 %),0 (0 %),0 (0 %),N/A,0-2-0 (W-L-D),N/A,N/A,N/A,zane-frazier,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,230.00,0 (0 %),0 (0 %),0 (0 %)
44,"Ohsk, Russie",Poids plume Division,N/A,N/A,N/A,65.00,N/A,N/A,Dennis Siver,N/A,"Apr. 21, 2007",N/A,N/A,N/A,38.00,23-11-0 (W-L-D),N/A,N/A,N/A,dennis-siver,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,146.00,N/A,N/A,N/A
39,"Augusta, États-Unis",Poids plume Division,N/A,N/A,N/A,73.00,N/A,N/A,Cole Miller,"""Magrinho""","Jun. 23, 2007",N/A,N/A,N/A,41.00,21-11-0 (W-L-D),N/A,N/A,N/A,cole-miller,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,146.00,N/A,N/A,N/A
34,"Secaucus, United States",Poids légers Division,10:42,N/A,N/A,71.00,0.35,N/A,Frankie Perez,N/A,"Jan. 18, 2015",4 (6%),22 (31%),44 (63%),40.00,10-4-0 (W-L-D),2.17,42%,70,frankie-perez,Ne se bat pas,0.35,50%,N/A,23%,39%,39%,155.60,3 (30%),2 (20%),5 (50%)
38,"Swansea, United Kingdom",Poids moyens Division,09:05,Striker,1,71.00,0.55,20,John Phillips,"""The Welsh Wrecking Machine""","Mar. 17, 2018",10 (11%),3 (3%),81 (86%),42.00,22-11-0 (W-L-D),4.03,34%,94,john-phillips,Ne se bat pas,0.00,8%,N/A,29%,45%,27%,186.00,0 (0%),20 (91%),2 (9%)
40,États-Unis,Poids coq Division,N/A,N/A,N/A,65.00,N/A,N/A,Scott Jorgensen,"""Young Guns""","Jun. 5, 2011",N/A,N/A,N/A,37.00,15-12-0 (W-L-D),N/A,N/A,N/A,scott-jorgensen,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,135.50,N/A,N/A,N/A
25,"Sichuan, China",Poids mouche Division,15:00,N/A,N/A,68.00,0.33,N/A,Qiu Lun,N/A,"Jun. 9, 2022",9 (6%),7 (4%),142 (90%),37.00,1-2-0 (W-L-D),1.78,46%,158,qiu-lun,Ne se bat pas,0.00,69%,N/A,30%,48%,22%,126.00,0 (0 %),0 (0 %),0 (0 %)
41,"Eugene, États-Unis",Poids légers Division,N/A,N/A,N/A,70.00,N/A,N/A,Evan Dunham,N/A,"Feb. 21, 2009",N/A,N/A,N/A,38.00,18-8-1 (W-L-D),N/A,N/A,N/A,evan-dunham,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,149.50,N/A,N/A,N/A
39,"Niterói, Brazil",Poids mi-moyens Division,12:21,Brazilian Jiu-Jitsu,11,70.00,0.20,6,Gilbert Burns,"""Durinho""","Jul. 26, 2014",98 (10%),138 (15%),698 (75%),40.00,22-9-0 (W-L-D),3.64,48%,934,gilbert-burns,Actif,0.46,54%,N/A,22%,59%,19%,170.00,7 (32%),6 (27%),9 (41%)
38,"Elgin, United States",Poids mi-moyens Division,02:28,N/A,N/A,70.00,0.00,N/A,Tommy Speer,"""The Farmboy""","Dec. 9, 2007",14 (74%),5 (26%),0 (0%),N/A,9-3-0 (W-L-D),5.12,51%,19,tommy-speer,Ne se bat pas,0.00,33%,N/A,11%,26%,63%,170.00,0 (0 %),0 (0 %),0 (0 %)
30,"Veracruz, Mexico",Poids moyens Division,00:25,N/A,N/A,N/A,0.00,N/A,Ivan Valenzuela,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-1-0 (W-L-D),9.60,0%,0,ivan-valenzuela,Actif,0.00,N/A,N/A,0%,0%,0%,186.00,0 (0 %),0 (0 %),0 (0 %)
40,États-Unis,Poids moyens Division,N/A,Lutte,N/A,74.00,N/A,N/A,Chris Weidman,"""The All-American""","Mar. 4, 2011",N/A,N/A,N/A,42.00,16-8-0 (W-L-D),N/A,N/A,N/A,chris-weidman,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,194.50,N/A,N/A,N/A
N/A,"Oslo, Norvège",Heavyweight Division,N/A,N/A,N/A,78.00,N/A,N/A,John-Olav Einemo,"""The Viking""","Jun. 12, 2011",N/A,N/A,N/A,N/A,6-3-0 (W-L-D),N/A,N/A,N/A,john-olav-einemo,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,253.00,N/A,N/A,N/A
33,"Rockford, United States",Poids mi-lourds Division,10:51,N/A,N/A,75.00,0.09,5,Corey Anderson,"""Overtime""","Jul. 6, 2014",116 (16%),182 (25%),423 (59%),44.00,14-5-0 (W-L-D),2.22,46%,721,corey-anderson,Ne se bat pas,0.00,83%,N/A,15%,78%,8%,205.00,9 (64%),5 (36%),0 (0%)
43,"Opole, Poland",Heavyweight Division,05:50,N/A,N/A,73.00,0.00,N/A,Damian Grabowski,"""The Polish Pitbull""","Feb. 7, 2016",11 (16%),1 (1%),58 (83%),41.00,20-5-0 (W-L-D),7.65,36%,70,damian-grabowski,Ne se bat pas,0.00,N/A,N/A,21%,60%,19%,261.40,3 (15%),7 (35%),10 (50%)
28,"Lodi, United States",Poids légers Division,15:00,N/A,N/A,N/A,0.00,N/A,Christian Lohsen,N/A,"Oct. 21, 2025",3 (4%),4 (5%),72 (91%),N/A,0-0-0 (W-L-D),6.93,49%,79,christian-lohsen,Actif,2.00,N/A,N/A,10%,85%,5%,155.50,0 (0 %),0 (0 %),0 (0 %)
